title,vintage,winery,style,variety,denominacion,price,designation,aging_1,region,description,points
Viñadecanes 2016 Canes Mencía (Bierzo),2016,Viñadecanes,Red wine,Mencía,Bierzo,20.0,Canes,No Aplica,Bierzo,"A cloudy purple color and gaseous aromas of latex and olive signal reduction and sketchy health. This Mencía feels austere and heavy. A burnt essence is bored into gamy black-fruit flavors, while burnt coffee and heat control a finish that's not worth lingering over. ",83
Finca La Mata 2016  Ribera del Duero,2016,Finca La Mata,Red wine,Tinta del Pais,Ribera del Duero,20.0,,No Aplica,Ribera del Duero,"Grapy, soupy aromas lack clarity and suggest hot pavement. This is lacking in structure and constitution, and that means overall balance is sketchy. Woody, soapy berry flavors are a bit weedy on the finish. ",83
Breca 2017 Zabrin White (Spain),2017,Breca,White wine,White Blend,Otros,20.0,Zabrin,No Aplica,Spain,Oily white fruit flavors are generic and not all that fresh. A chunky palate with no snap to it offers mealy white fruit flavors that barely register. A finish with the texture of white grape skins is flavorless and low on acidity. ,83
Mureda 2015 Made With Organic Grapes Cabernet Sauvignon (Vino de la Tierra de Castilla),2015,Mureda,Red wine,Cabernet Sauvignon,Castilla,10.0,Made With Organic Grapes,No Aplica,Vino de la Tierra de Castilla,"Murky grassy berry aromas and a whiff of cinnamon make for a sketchy nose. This feels choppy, while quick-hitting flavors of forced oak, baking spice and murky berry fruits finish hollow. ",83
Santo Cristo 2016 Flor de Añon Verdejo (Campo de Borja),2016,Santo Cristo,White wine,Verdejo,Campo de Borja,9.0,Flor de Añon,No Aplica,Campo de Borja,"This offers light aromas of yeasty white flowers and lemon-lime. The palate is weak, while generic white-fruit flavors fall off quickly and taste oxidized on a bready finish. ",83
Chopo 2016 Monastrell (Jumilla),2016,Chopo,Red wine,Monastrell,Jumilla,10.0,,No Aplica,Jumilla,"Blatant aromas of milk chocolate and candied-berry fruits amount to a soupy, heavy, jammy nose. This Monastrell feels choppy and broken. Saucy berry flavors are loaded with oak and clove notes, while this wine tastes like chocolate and feels hot on the finish. ",83
Santa Cruz de Alpera 2016 Verdejo (Almansa),2016,Santa Cruz de Alpera,White wine,Verdejo,Almansa,10.0,,No Aplica,Almansa,"Melony aromas are neutral at best. A pulpy, citric palate holds briny orange flavors that don't show a lot of depth or quality. It falls apart on the finish. ",83
Enate 2016 Cabernet Sauvignon Rosado (Somontano),2016,Enate,Rosée,Rosado,Somontano,15.0,Cabernet Sauvignon,No Aplica,Somontano,Controlled volatility on the nose sets the state for a blocky clumsy palate with no finesse. Lightly vegetal flavors of red bell pepper lack fruit and overall this is mediocre at best. ,83
Bodegas Valdemar 2016 Conde Valdemar Rosé (Rioja),2016,Bodegas Valdemar,Rosée,Rosé,Rioja,14.0,Conde Valdemar,No Aplica,Rioja,"Fruit-salad aromas include a note of chewing gum. This feels basic, with tart vapid tomato flavors. A saucy-tasting finish is bland as a board. ",83
Marqués de Montañana 2015 Selección Especial Garnacha (Calatayud),2015,Marqués de Montañana,Red wine,Garnacha,Calatayud,12.0,Selección Especial,No Aplica,Calatayud,"Jumpy foxy berry aromas get this Garnacha going. Raw hard tannins smack down with ferocity, while this tastes of candied plum, salt, chocolate and something oddly artificial. Dry scratchy tannins make for a rough finish. ",83
Gregoriano 2013 Gran Gregoriano Garnacha (Campo de Borja),2013,Gregoriano,Red wine,Garnacha,Campo de Borja,21.0,Gran Gregoriano,No Aplica,Campo de Borja,"A rusty color and stewy aromas of murky berry fruits and cardamom set this off on its own course. Choppy and chunky in feel, this Garnacha tastes stewed, savory and baked, with almost no fruit to speak of. On the finish, this seems roasted. ",83
Bodegas Berceo 2015 Más de Berceo Viura (Navarra),2015,Bodegas Berceo,White wine,Viura,Navarra,15.0,Más de Berceo,No Aplica,Navarra,"Chunky oak rests heavily atop aromas of stale white fruits and nuts. This is obtuse in feel, with stalky, oaky flavors that are largely devoid of fresh fruit. ",83
Batán de Salas 2016 Chardonnay (Somontano),2016,Batán de Salas,White wine,Chardonnay,Somontano,15.0,,No Aplica,Somontano,"Strange, yeasty aromas suggest boiled ham and buttercup. This feels full and fleshy, with low acidity. It tastes like it smells: yeasty and much like ham, with little fruit. ",83
Vicente Gandia 2016 Hoya de Cadenas Single Estate Chardonnay (Utiel-Requena),2016,Vicente Gandia,White wine,Chardonnay,Utiel-Requena,15.0,Hoya de Cadenas Single Estate,No Aplica,Utiel-Requena,"Tropical fruit aromas are soft and syrupy. This is chunky and low in acidity, with oily stone-fruit flavors. The finish feels a bit warm and cloying. ",83
Ochoa 2016 Calendas White (Navarra),2016,Ochoa,White wine,White Blend,Navarra,15.0,Calendas,No Aplica,Navarra,"A light color and yeasty aromas of sourdough and dusty white fruits are the greeting on this modest white made from Chardonnay, Viura and Moscatel. Flavors of lime are yeasty and finish bitter. ",83
Muruve 2016 Joven  (Toro),2016,Muruve,Red wine,Tinta de Toro,Toro,18.0,Joven,Joven,Toro,"Rubbery, medicinal berry aromas smell like Pepto-Bismol. A chunky palate is big and blocky, with no elegance or charm. Candied, grapy flavors finish hard and scratchy. ",83
Ochoa 2017 Calendas Tempranillo-Garnacha (Navarra),2017,Ochoa,Red wine,Tempranillo-Garnacha,Navarra,15.0,Calendas,No Aplica,Navarra,"Herbaceous aromas hint at thistle, grass and reedy raw plum. While this feels fairly full, it's all superficial; there's almost no structure to this Tempranillo-Garnacha blend. Minty spicy oaky flavors sit atop herbal plum and berry fruit prior to a choppy finish. ",83
Bodegas Bleda 2016 Pinodoncel Vintage Red (Jumilla),2016,Bodegas Bleda,Red wine,Red Blends,Jumilla,11.0,Pinodoncel Vintage,No Aplica,Jumilla,"Not much to see here. The nose on this blend of Monastrell, Syrah and Merlot is green and minty. A tough, scrubbing palate is the definition of rough, while this tastes of graphite and green-berry fruits. ",83
Loteta 2014 Red (Campo de Borja),2014,Loteta,Red wine,Red Blends,Campo de Borja,10.0,,No Aplica,Campo de Borja,"Herbal tomato and red-berry aromas are jumbled and fail to state much of a case for this multigrape blend. Herbal spicy tea and raspberry flavors finish jagged, with mild heat. ",83
Bodegas Aragonesas 2014 Viña Temprana Old Vines Garnacha (Campo de Borja),2014,Bodegas Aragonesas,Red wine,Garnacha,Campo de Borja,8.0,Viña Temprana Old Vines,No Aplica,Campo de Borja,"Light plum and raspberry aromas include notes of animal and latex. This lightweight Garnacha has a monotone mouthfeel, while hollow simple berry flavors finish with acidic tang. ",83
Bodegas Valdemar 2016 Conde Valdemar Viura-Verdejo White (Rioja),2016,Bodegas Valdemar,White wine,White Blend,Rioja,13.0,Conde Valdemar Viura-Verdejo,No Aplica,Rioja,"Oxidized aromas dull down papaya and pumpkin notes. This Viura-Verdejo blend shows mostly acid on the palate, and it both smells and tastes oxidized. The finish is bland. ",83
Bodegas Paniza 2016 Agostón White (Cariñena),2016,Bodegas Paniza,White wine,White Blend,Cariñena,13.0,Agostón,No Aplica,Cariñena,"This colorless blend of Viura and Chardonnay smells tropical and sweet, like lychee fruit. A palate lacking in acidic edge is round but flat. Sugary papaya flavors precede a soft finish. ",83
Burgo Viejo 2016 Tinto  (Rioja),2016,Burgo Viejo,Red wine,Tempranillo Blend,Rioja,10.0,Tinto,No Aplica,Rioja,"Reduced berry and plum aromas suggest rubber gloves. An acidic, saucy palate struggles for balance. Tart plum and currant flavors recall tomato sauce, while this wine is dry and grating on the finish. ",83
Bodegas Morgante 2018 Baila Verdejo (Vino de la Tierra de Castilla),2018,Bodegas Morgante,White wine,Verdejo,Castilla,12.0,Baila,No Aplica,Vino de la Tierra de Castilla,Light citrus aromas are low on fruit and smell stalky. This Verdejo has a watery feel and underdeveloped white fruit flavors that put it on the cusp of decent and avoidable. ,83
Borsao 2017 Viña Borgia Garnacha (Campo de Borja),2017,Borsao,Red wine,Garnacha,Campo de Borja,9.0,Viña Borgia,No Aplica,Campo de Borja,"Medicinal aromas of latex and Band-Aid include notes of leather and berry fruits. A plump, bouncy palate fails to register, while this Garnacha tastes rubbery and like berry cough drop. A note of green on the finish isn't of help. ",83
Terramagna 2016 CT En Clave de DO Garnacha (Almansa),2016,Terramagna,Red wine,Garnacha,Almansa,16.0,CT En Clave de DO,No Aplica,Almansa,"A heavily candied nose smells like grape bubblegum, while this Garnacha feels overdone and gummy. Candied, minty, oaky black fruit flavors lack authenticity and freshness, while this is sticky on the finish. ",83
Senda Verde 2018 Albariño (Rías Baixas),2018,Senda Verde,White wine,Albariño,Rías Baixas,13.0,,No Aplica,Rías Baixas,"An empty nose followed by a palate suggestive of fruit pulp cut by saline water gets this started. Jumbled flavors of passion fruit and overripe stone fruits culminate on a flabby finish. This is worth one glass, maybe two. ",83
Legado del Moncayo 2017 Garnacha Blanca (Campo de Borja),2017,Legado del Moncayo,White wine,Garnacha Blanca,Campo de Borja,15.0,,No Aplica,Campo de Borja,"A vague white fruit nose and a citric palate put this Garnacha Blanca on shaky footing. Tart flavors of grapefruit, tangerine and lime fall off toward bitter on the finish. ",83
Lágrimas de Maria 2017 Viura-Tempranillo Blanco White (Rioja),2017,Lágrimas de Maria,White wine,White Blend,Rioja,13.0,Viura-Tempranillo Blanco,No Aplica,Rioja,"This blend of Viura and Tempranillo Blanco offers a simple aroma of apple juice. The palate is low on acidity, with a flat tree-fruit flavor. ",83
Trus 2014 Reserva  (Ribera del Duero),2014,Trus,White wine,Tinto Fino,Ribera del Duero,42.0,Reserva,Reserva,Ribera del Duero,"Prune and raisin aromas and flavors are so dominant that this is exposed as an overripe wine with cooked characteristics. While not awful, there's no balance, acidity or life to this. ",83
Viñestral 2015 Tinto Joven  (Rioja),2015,Viñestral,Red wine,Tempranillo Blend,Rioja,11.0,Tinto Joven,Joven,Rioja,"Earthy, underripe berry aromas are raw, stalky and roasted. This feels edgy, not smooth or elegant. Saucy flavors of red plum and currant are lean and snappy on the finish. ",83
El Coto 2017 Blanco Verdejo (Rioja),2017,El Coto,White wine,Verdejo,Rioja,18.0,Blanco,No Aplica,Rioja,"An almost watery color is telling. This Verdejo is not common to the Rioja region, and it's not showing much. A flimsy palate holds bland, lightly vegetal white fruit flavors that don't hold up for long on a slightly bitter finish. ",83
Nacido del Quórum 2015 NDQ 3 Mesas en Barrica Monastrell (Jumilla),2015,Nacido del Quórum,Red wine,Monastrell,Jumilla,12.0,NDQ 3 Mesas en Barrica,No Aplica,Jumilla,"This patchy Monastrell deals grassy aromas mixed with vinegar and wild-berry notes. The palate, much like the nose, is jumpy and hard to get into. Savory plum flavors are green and raw, while this is untamed on a finish with heat. ",83
Alta Alella 2017 Parvus Chardonnay (Alella),2017,Alta Alella,White wine,Chardonnay,Alella,19.0,Parvus,No Aplica,Alella,"Punchy aromas of citrus and tropical fruits are loaded with sweaty-smelling pyrazines. A pulling, lean palate has the texture of grape skins. Salty orange and pineapple flavors move fast and finish briny and tart. ",83
Bodegas Valdemar 2017 Conde Valdemar Rosé (Rioja),2017,Bodegas Valdemar,Rosée,Rosé,Rioja,17.0,Conde Valdemar,No Aplica,Rioja,"With hints of currant and pomegranate, this smells light and distant. In the mouth, this is lean and low on body. Grapefruit flavors are about all that rise up on this tangy but generic rosé. ",83
Vicente Gandia 2017 Finca Del Mar Chardonnay (Valencia),2017,Vicente Gandia,White wine,Chardonnay,Valencia,15.0,Finca Del Mar,No Aplica,Valencia,"Light citrus aromas are yeasty and suggest air freshener. A light bouncy palate offers almost no substance or weight, while this tastes of simple melon, apple and citrus fruits. A vapid finish with almost nothing on offer isn't a surprise. ",83
Valdelana 2017 Agnus Malvasia (Rioja),2017,Valdelana,White wine,Malvasia,Rioja,13.0,Agnus,No Aplica,Rioja,"Butterscotch sweetness without much fruit controls the nose on this barrel-aged Malvasia that's flat, creamy and low on acidity. Vanilla and yeasty flavors are barely upright on a soft finish with can't-miss vanilla notes. ",83
Can Sumoi 2017 Serra De L'Home Xarel-lo (Penedès),2017,Can Sumoi,White wine,Xarel-lo,Penedés,20.0,Serra De L'Home,No Aplica,Penedès,"This new Xarello from Pepe Raventós and Francesc Escala arrives in a stout bottle that's a nice touch. A nose of crushed vitamins lacks pop and freshness. The cidery palate is low on balance, while it finishes nutty and salty, like peanut butter or peanut brittle. ",83
Pata Negra 2016 Roble  (Toro),2016,Pata Negra,Red wine,Tempranillo,Toro,10.0,Roble,Roble,Toro,"Furry, mossy plum and berry aromas are jumbled and suggest iodine. A thin, pinched palate shows vinegar-like acidity along with light, leafy flavors of currant and tomato. ",83
Cuna de Reyes 2015  Rioja,2015,Cuna de Reyes,Red wine,Tempranillo Blend,Rioja,15.0,,No Aplica,Rioja,"Animal fur and grapy berry scents carry the nose. In the mouth, this feels fleshy and rubbing. Light, leafy berry flavors struggle to hold interest on an unstructured finish. ",83
Castillo de Monjardin 2017 Clásico Tempranillo (Navarra),2017,Castillo de Monjardin,Red wine,Tempranillo,Navarra,10.0,Clásico,No Aplica,Navarra,"Rubbery, reduced aromas of road tar, cardamom and black fruits are about as far from elegant as things get. A bulky, tannic palate matches this Tempranillo's black color, while soupy flavors of black plum, oak resin and bitterness culminate on a finish that tastes burnt and feels scratchy. ",83
Bodegas Olarra 2014 Clasico Reserva  (Rioja),2014,Bodegas Olarra,Red wine,Tempranillo,Rioja,32.0,Clasico Reserva,Reserva,Rioja,"Leafy, mulchy aromas are damp, while this struggling reserva is hard and rubbery in feel. Tomato and burnt savory notes finish saucy and a touch green. ",83
Pradorey 2016 Selección Especial Verdejo (Vino de la Tierra de Castilla y León),2016,Pradorey,White wine,Verdejo,Castilla,18.0,Selección Especial,No Aplica,Vino de la Tierra de Castilla y León,"Jumbled yeasty aromas are inexact and a bit strange. A hollow palate is neither here nor there. Weedy, salty and sour citrus and stone-fruit flavors show no follow through on a lightly oxidized finish. ",83
Pago de la Jaraba 2017 Viña Jaraba Cosecha Viñedos Propios Unfiltered Red (La Mancha),2017,Pago de la Jaraba,Red wine,Tempranillo Blend,La Mancha,11.0,Viña Jaraba Cosecha Viñedos Propios Unfiltered,No Aplica,La Mancha,"Baked aromas include raisin and marshmallow. A collapsed palate follows the nose, while this tastes mostly of raisin and prune. A soft finish confirms that this is alarmingly low on both freshness and structure. ",83
Pazo De Villarei 2018 Abadia do Seixo Albariño (Rías Baixas),2018,Pazo De Villarei,White wine,Albariño,Rías Baixas,24.0,Abadia do Seixo,No Aplica,Rías Baixas,"Briny, wheaty aromas lack pop and freshness, and that's a recurring theme for this Albariño. A flat, oily palate is soft, while this tastes briny and leesy but not all that clean or fruity. ",83
Finca Río Negro 2015 992 Single Vineyard Cogolludo-Guadalajara Red (Vino de la Tierra de Castilla),2015,Finca Río Negro,Red wine,Tempranillo-Syrah,Castilla,16.0,992 Single Vineyard Cogolludo-Guadalajara,No Aplica,Vino de la Tierra de Castilla,"This blend of 80% Tempranillo and 20% Syrah features rubbery berry aromas suggestive of forced oak. The palate is grippy and mealy-feeling, with slightly oxidized berry flavors and a bland, rubbery finish. ",83
Espelt 2017 Coralí Rosé (Empordà),2017,Espelt,Rosée,Rosé,Empordà,12.0,Coralí,No Aplica,Empordà,"Sweaty, yeasty aromas lead the nose of this wine. It has a grape skin-like texture and salty, bitter orange peel flavors. On the finish, it's oxidized and cheesy, with almost no fruit. ",83
Vega Sindoa 2015 El Chaparral Old Vines Garnacha (Navarra),2015,Vega Sindoa,Red wine,Garnacha,Navarra,15.0,El Chaparral Old Vines,No Aplica,Navarra,"Clove, mint and chocolate aromas and flavors dominate this wine, suggesting forced oak. In between all that wood is a cloying mouthfeel marked by weedy sweetness. This might rank as one of the most manipulated and artificial-tasting wines from Spain. ",83
Tierra Aranda 2014  Ribera del Duero,2014,Tierra Aranda,Red wine,Tempranillo,Ribera del Duero,20.0,,No Aplica,Ribera del Duero,"After a couple of good vintages, this wine was clearly affected by 2014's marginal harvest conditions. The nose is gamy and full of olive and damp earth notes. The palate is tannic beyond belief, leading to a scratchy finish. In between, there are dark berry and coffee flavors. ",83
Bodegas Campos Realos 2015 Real de Aragón Garnacha (Calatayud),2015,Bodegas Campos Realos,Red wine,Garnacha,Calatayud,15.0,Real de Aragón,No Aplica,Calatayud,"This offers thick, inky road tar, wood grain and graphite aromas. It's heavily oaked and resiny, with cloying, oaky blackberry and mint flavors. It finishes with even more oak and a hint of carob. ",83
Bodega Andrés Iniesta 2017 Corazón Loco White (Manchuela),2017,Bodega Andrés Iniesta,White wine,White Blend,Manchuela,15.0,Corazón Loco,No Aplica,Manchuela,A mild nose marked by tropical and citrus aromas is a high point for this Sauvignon Blanc and Verdejo blend. The palate feels oily and pinched; its mix of tropical fruit and vegetal flavors leads to a briny finish with green notes. ,83
Príncipe de Viana 2017 Garnacha Blanca (Navarra),2017,Príncipe de Viana,White wine,Garnacha Blanca,Navarra,11.0,,No Aplica,Navarra,"This wine's tropical fruit, lemon blossom and yeast aromas are underwhelming. It's shapeless on the palate, with yeasty, oxidized flavors and a powdery finish. ",83
Picador 2015 Cuvée E.M.H. Garnacha (Campo de Borja),2015,Picador,Red wine,Garnacha,Campo de Borja,15.0,Cuvée E.M.H.,No Aplica,Campo de Borja,"This leads with brett-derived scents and alcoholic heat. It's soft and gummy on the palate, without much structure. Heavy oak has resulted in roasted berry and clove flavors, and it's even more artificial and oaky-tasting on the finish. ",83
Berberana 2014 Dragon Reserva White (Catalunya),2014,Berberana,White wine,Chardonnay-Macabeo,Catalunya,10.0,Dragon Reserva,Reserva,Catalunya,"This leads with sweaty hay and bath oil aromas. The palate is heavy, lacking vivacity. Its salty melon flavors are short and a touch sour. ",83
Irelia 2016 Verdejo (Rueda),2016,Irelia,White wine,Verdejo,Rueda,16.0,,No Aplica,Rueda,"This wine's gold color, briny citrus and lanolin aromas and flabby mouthfeel suggest it's fading quickly. Its stone fruit flavors are stale and bitter, even on the finish. ",83
Marqués de Cáceres 2016 Satinela Semi Dulce White (Rioja),2016,Marqués de Cáceres,White wine,White Blend,Rioja,13.0,Satinela Semi Dulce,No Aplica,Rioja,"This wine's waxy, petrol-like aromas are more suggestive of Riesling than Rioja. With only modest acidity and a high level of residual sugar, it's cloying on the palate. Its sweet mango and melon flavors finish flat and slightly bitter. ",83
Bodegas Valdemar 2015 Crianza  (Rioja),2015,Bodegas Valdemar,Red wine,Tempranillo,Rioja,14.0,Crianza,Crianza,Rioja,"Baked, raisiny aromas announce an overripe wine. The thick, jammy palate matches the nose, delivering prune and baked plum flavors prior to a stewy finish. ",83
Arráez 2017 Callabuig Tempranillo (Valencia),2017,Arráez,Red wine,Tempranillo,Valencia,10.0,Callabuig,No Aplica,Valencia,"Lean cherry and currant aromas are not all that ripe or convincing. A smacking palate holds flavors of candied red fruits, while a hot and fiery finish closes out this wine. ",83
Vicente Gandia 2015 Hoya de Cadenas Single Estate Crianza Cabernet Sauvignon (Utiel-Requena),2015,Vicente Gandia,Red wine,Cabernet Sauvignon,Utiel-Requena,15.0,Hoya de Cadenas Single Estate Crianza,Crianza,Utiel-Requena,"Aromas of tree bark, spice and fiery red fruits lead to a raw, cheeky palate with tomatoey acidity. Oddly, cherry and plum flavors carry a burnt overtone, while this reverts to tomatoey and smacking on the finish. ",83
El Cortijillo 2016 Tempranillo (La Mancha),2016,El Cortijillo,Red wine,Tempranillo,La Mancha,9.0,,No Aplica,La Mancha,"This Tempranillo's cranberry and currant aromas are lean and raw. It feels capped and rough on the palate, with acidic scratchiness and choppy plum and currant flavors. ",83
Camina 2017 Tempranillo (La Mancha),2017,Camina,Red wine,Tempranillo,La Mancha,9.0,,No Aplica,La Mancha,"Jumbled aromas of gummy red fruits and green herbs set up a chunky but flat palate. Soft, inexact red fruit flavors are wan, while this tastes herbal on a jammy finish. ",83
Trencalòs 2017 Sauvignon Blanc (Vino de la Tierra de Castilla),2017,Trencalòs,White wine,Sauvignon Blanc,Castilla,10.0,,No Aplica,Vino de la Tierra de Castilla,"Spicy white-fruit and citrus aromas are pointy and lightly green, as are the flavors on this jumpy Sauvignon Blanc that rises to the level of easily drinkable. ",83
Larchago 2017 Blanco Edición Fábulas Viura (Rioja),2017,Larchago,White wine,Viura,Rioja,13.0,Blanco Edición Fábulas,No Aplica,Rioja,Aromas of pyrazines and citrus peel are low on fruit. This basic Viura is on its last legs as evidenced by a lightly oxidized and bland palate. Generic white-fruit flavors turn slightly bitter and green on the finish. ,83
Marqués de la Concordia 2017 Tempranillo Blanco Tempranillo Blanco (Rioja),2017,Marqués de la Concordia,Red wine,Tempranillo Blanco,Rioja,15.0,Tempranillo Blanco,No Aplica,Rioja,"Dusty, briny aromas suggest peach pit. A wide, wet palate is shy on focus, while this tastes briny and like white grapefruit. Not much besides lingering citrus and salt show up on a dilute finish. ",83
Innatum 2015 Natural Crianza  (Rioja),2015,Innatum,Red wine,Garnacha,Rioja,34.0,Natural Crianza,Crianza,Rioja,"Stewed and raisiny are the two words to keep in mind when approaching this desiccated Garnacha. Fig, raisin and other overripe flavors don't change on a soft finish. ",83
Granbazán 2014 Don Álvaro de Bazán Albariño (Rías Baixas),2014,Granbazán,White wine,Albariño,Rías Baixas,42.0,Don Álvaro de Bazán,No Aplica,Rías Baixas,"This old Albariño stresses age over beauty; the nose is stalky and fruitless, while the palate feels full and fueled by citric acid. Dull, yeasty, oxidized flavors are shy on fruit and freshness. ",83
Juvé & Camps 2017 Gregal D'Espiells White (Penedès),2017,Juvé & Camps,White wine,White Blend,Penedés,14.0,Gregal D'Espiells,No Aplica,Penedès,"This blend of Gewürztraminer, Malvasia and Muscat is highly aromatic but not at ease, meaning the nose is soapy and smells unnatural. A flat palate with no edge holds dull flavors of lychee and little else. On the finish, this turns bitter and oily. ",83
Marqués de la Concordia 2016 Federico Paternina Banda Azul Crianza  (Rioja),2016,Marqués de la Concordia,Red wine,Tempranillo Blend,Rioja,16.0,Federico Paternina Banda Azul Crianza,Crianza,Rioja,"Aromas of compost, stale peanut and berry fruit carry the nose. In the mouth, this is raw and grabby, with tomato-like acidity. Green, earthy flavors of tomato and herbs are low on fruit and finish with a note of compost. ",83
La Gitana 2014 Reserva  (Ribera del Duero),2014,La Gitana,Red wine,Red Blends,Ribera del Duero,40.0,Reserva,Reserva,Ribera del Duero,"Earthy, murky aromas of compost are also herbaceous. A beefy palate with hard tannins holds herbal berry flavors that are green and not entirely clean. A finish lacking in clarity is the final blow to this barely adequate but underperforming RDD. ",83
Coto de Hayas 2015 Crianza Garnacha-Tempranillo (Campo de Borja),2015,Coto de Hayas,Red wine,Garnacha-Tempranillo,Campo de Borja,10.0,Crianza,Crianza,Campo de Borja,"Creamy, artificial aromas of milk chocolate, vanilla, marshmallow and berry fruits seem fake and forced. In the mouth, this feels sappy and sticky. Flavors match the nose, meaning they're lactic and chocolaty, while this reverts to creamy and candied on a finish that lacks authenticity. ",83
Embocadero 2015  Ribera del Duero,2015,Embocadero,Red wine,Tempranillo,Ribera del Duero,24.0,,No Aplica,Ribera del Duero,"Overripe berry aromas are smothered in oaky clove on a murky mulchy nose. This Tempranillo from a warm vintage feels flabby and grabby, with shaky balance. Clove and chocolate flavors are oak-based, while this tastes a bit weedy and feels heavy on a fat finish. ",83
La Bodega de Pinoso 2017 Vergel White (Alicante),2017,La Bodega de Pinoso,White wine,White Blend,Alicante,13.0,Vergel,No Aplica,Alicante,"Mildly briny aromas of apple-carrot juice and pyrazines open this blend of 90% Airén and 10% Sauvignon Blanc. The palate is melony and plump at first, then flat. Bland papaya and melon flavors finish without much length or zest. ",83
Santo Cristo 2017 50+ Garnacha (Campo de Borja),2017,Santo Cristo,Red wine,Garnacha,Campo de Borja,15.0,50+,No Aplica,Campo de Borja,"Cherry and berry aromas are basic and hollow, much like Kool-Aid. On the palate, this feels jammy and tastes artificial and grapey. Candied fruit and fatty notes rise up on a hot finish. ",83
Eguren 2015 Tempranillo (Vino de la Tierra de Castilla),2015,Eguren,Red wine,Tempranillo,Castilla,10.0,,No Aplica,Vino de la Tierra de Castilla,"Generic plum and berry aromas are borderline volatile and include a forced note of chocolaty oak. This Tempranillo is abrupt and choppy on the palate, with flavors of candied plum and milk chocolate. A chocolaty oak character remains on a blocky finish. ",83
Barahonda 2015 Barrica Monastrell-Syrah (Yecla),2015,Barahonda,Red wine,Monastrell-Syrah,Yecla,18.0,Barrica,No Aplica,Yecla,"A roasted, rubbery nose deals a proprietary mix of savory blueberry, tea and grassy hints. In the mouth, this red blend is raw and pulls inward. Minty, herbal berry flavors are green at heart, while any fruit this has is short-lived on an herbal finish. ",83
Pagos del Rey 2015 Blume Verdejo (Rueda),2015,Pagos del Rey,White wine,Verdejo,Rueda,11.0,Blume,No Aplica,Rueda,"Briny orange, grapefruit and grape-skin aromas announce an oily adequate palate. This has a gritty salty bitter-citrus flavor profile and a finish that's oddly nutty. ",83
Raimat 2018 Cabernet Sauvignon-Tempranillo Rosada (Costers del Segre),2018,Raimat,Rosée,Rosada,Costers del Segre,14.0,Cabernet Sauvignon-Tempranillo,No Aplica,Costers del Segre,"A burnt-orange color and a chunky nose, with mealy fruit aromas, set up a full palate that grabs at the cheeks. Bitter-orange and orange-skin-driven flavors finish short. This low-on-fruit rosé is made from Cabernet Sauvignon and Tempranillo. ",83
Pazo Pondal 2018 Albariño (Rías Baixas),2018,Pazo Pondal,White wine,Albariño,Rías Baixas,22.0,,No Aplica,Rías Baixas,"A gaseous, funky nose is not fully fresh or clean, while this feels wide in body and shapeless. Mealy orange flavors lack the purity that Albariño is best known for, while this tastes yeasty and lightly oxidized on the finish. ",83
Nubori 2018 Rosado (Rioja),2018,Nubori,Rosée,Rosado,Rioja,14.0,,No Aplica,Rioja,"Waxy apple aromas give way to oxidative scents on this rosé. A high-acid palate is pinching, while dry melon and oxidized apple flavors are wan on the finish. It's a blend of 70% Garnacha and 30% Viura. ",83
Latitud 42 2017 Made with Organic Grapes  (Rioja),2017,Latitud 42,Red wine,Tempranillo,Rioja,11.0,Made with Organic Grapes,No Aplica,Rioja,"Milk chocolate and slightly weedy berry aromas set this off on shaky footing, while a tannic palate doesn't bring it around. Slightly green and minty berry flavors revert to forced oak and chocolate on the finish. ",83
Ego Bodegas 2018 Marionette Monastrell-Syrah (Jumilla),2018,Ego Bodegas,Red wine,Monastrell-Syrah,Jumilla,14.0,Marionette,No Aplica,Jumilla,"A saturated purple color and dense, reduced aromas of baked black fruits and barbecue smoke are ominous. A sappy, syrupy palate confirms that this Monastrell-Syrah blend is over the line. Flavors of burnt oak, caramel and Bourbon barrel are just too much. ",83
Dominio de Eguren 2017 Protocolo Tempranillo (Vino de la Tierra de Castilla),2017,Dominio de Eguren,Red wine,Tempranillo,Castilla,8.0,Protocolo,No Aplica,Vino de la Tierra de Castilla,"Basic raspberry and cherry aromas are about as good as this gets. The palate feels acidic and gritty, and slightly punishing. Cherry-punch and pineapple flavors are high toned prior to a rough finish. Even for everyday Tempranillo this is lacking. ",83
Bodegas Aragonesas 2018 Viña Temprana Old Vines Tempranillo (Campo de Borja),2018,Bodegas Aragonesas,Red wine,Tempranillo,Campo de Borja,9.0,Viña Temprana Old Vines,No Aplica,Campo de Borja,"Candied red fruit aromas are medicinal and hard to take seriously. This Tempranillo feels rubbery and scratchy, while plum and raspberry flavors are both fiery and slightly artificial. A dry, tannic finish tastes herbal and comes across hot. ",83
Viñedos y Bodegas Pablo 2017 Menguante Garnacha Blanca (Cariñena),2017,Viñedos y Bodegas Pablo,White wine,Garnacha Blanca,Cariñena,18.0,Menguante,No Aplica,Cariñena,Early aromas of honeyed melon are as good as this Garnacha Blanca gets. A pulpy palate with no back end houses orange-like flavors that turn bitter on the finish. ,83
